business_unit,country,office_name,office_type,city,address,postcode,phone,email,website,source_url,source_page,notes
Allianz Corporate,India,Opposite Income Tax Office,contact,Bandra (East),"Bandra Kurla Complex, Bandra (East), Mumbai 400 051, India",,+91 22 6623 2525,,www.allianz-trade.com,https://www.allianz.com/en/about-us/company/contact/india.html,India | Allianz,
Allianz Corporate,Indonesia,PT Allianz Global Investors Asset Management Indonesia,office,Revenue Tower,"Suite E-H, 11/F, Revenue Tower, Revenue Tower 11th Floor, District 8, SCBD Lot 13, Jl. Jenderal Sudirman Kav. 29-31, Jakarta 12190,, Indonesia",12190,+6221 3952 5050,,www.id.allianzgi.com,https://www.allianz.com/en/about-us/company/contact/indonesia.html,Indonesia | Allianz,
Allianz Corporate,Indonesia,PT Asuransi Allianz Life Indonesia,contact,10,"World Trade Centre 3, 10",,,,,https://www.allianz.com/en/about-us/company/contact/indonesia.html,Indonesia | Allianz,
Allianz Corporate,Indonesia,th,contact,floor,"-15, th, floor, Jl. Jenderal Sudirman Kav. 29-31, Jakarta Selatan 12920,, Indonesia",12920,+6221 2926 8888 | +6221 2926 9090,,www.allianz.com,https://www.allianz.com/en/about-us/company/contact/indonesia.html,Indonesia | Allianz,
Allianz Corporate,Indonesia,PT Asuransi Allianz Utama Indonesia,contact,2,"World Trade Centre 6, 2",,,,,https://www.allianz.com/en/about-us/company/contact/indonesia.html,Indonesia | Allianz,
Allianz Corporate,Indonesia,nd,contact,floor,"floor, Jl. Jenderal Sudirman Kav. 29-31, Jakarta Selatan 12920,, Indonesia",12920,+62 21 29 26 88 88,,www.allianz-trade.com/Indonesia,https://www.allianz.com/en/about-us/company/contact/indonesia.html,Indonesia | Allianz,
Allianz Corporate,Japan,Allianz Life Insurance Japan Ltd.,office,Minato-ku,"6-6, Motoakasaka 1-chome, 18F, Minato-ku, Tokyo 107-0051, Japan",0051,+81 3 4588 1500 | +81 3 4588 1511,,life.allianz.co.jp,https://www.allianz.com/en/about-us/company/contact/japan.html,Japan | Allianz,
Allianz Corporate,Japan,Allianz Commercial,contact,17th Floor,17th Floor,,,,,https://www.allianz.com/en/about-us/company/contact/japan.html,Japan | Allianz,
Allianz Corporate,Japan,Anzen Building,contact,1 Chome-6-6 Motoakasaka,1 Chome-6-6 Motoakasaka,,,,,https://www.allianz.com/en/about-us/company/contact/japan.html,Japan | Allianz,
Allianz Corporate,Japan,Minato City,contact,Tokyo 107-0051,"Tokyo 107-0051, Japan",0051,,,www.commercial.allianz.com,https://www.allianz.com/en/about-us/company/contact/japan.html,Japan | Allianz,
Allianz Corporate,Japan,Allianz Fire and Marine Insurance Japan Ltd.,contact,Anzen Building,"Anzen Building, 6-6, Motoakasaka 1 chome",,,,,https://www.allianz.com/en/about-us/company/contact/japan.html,Japan | Allianz,
Allianz Corporate,Japan,Minato ku,contact,Tokyo,"Tokyo, 107-0051, Japan",0051,+81 3 4588 7500,,www.agcs.allianz.com,https://www.allianz.com/en/about-us/company/contact/japan.html,Japan | Allianz,
Allianz Corporate,Japan,"Allianz Global Investors Japan Co., Ltd.",contact,Minato-ku,"19/F Ark Hills South Tower, 1-4-5 Roppongi, Minato-ku, Tokyo 106-0032, Japan",0032,+81 3 6229 0200 | +81 3 6229 0201,,jp.allianzgi.com,https://www.allianz.com/en/about-us/company/contact/japan.html,Japan | Allianz,
Allianz Corporate,Japan,Allianz Partners,contact,Shinagawa-ku,"AWP Japan K.K., Shinagawa Seaside East Tower 2F, 4-12-8 Higashi-Shinagawa, Shinagawa-ku, Tokyo 140-0002, Japan",0002,+81 3 5783 78 73,,www.allianz-partners.com,https://www.allianz.com/en/about-us/company/contact/japan.html,Japan | Allianz,
Allianz Corporate,Japan,Allianz Trade in Japan,contact,Chiyoda-ku,"10th Fl., New Otani Garden Court,, 4-1 Kioi-cho, Chiyoda-ku,, Tokyo 102-0094,, Japan",0094,+81 3 3238 2560,,www.allianz-trade.com,https://www.allianz.com/en/about-us/company/contact/japan.html,Japan | Allianz,
Allianz Corporate,Japan,PIMCO Japan Ltd.,contact,4-1-28,"Toranomon Towers Office 18F, 4-1-28",,,,,https://www.allianz.com/en/about-us/company/contact/japan.html,Japan | Allianz,
Allianz Corporate,Japan,"Toranomon, Minato-ku",contact,Tokyo 105-0001,"Tokyo 105-0001, Japan",0001,+81 3 5777 8150 | +81 3 5777 8151,,www.pimco.com,https://www.allianz.com/en/about-us/company/contact/japan.html,Japan | Allianz,
Allianz Corporate,Malaysia,Allianz Malaysia,office,Jalan Tun Sambanthan,"Level 29, Menara Allianz Sentral, 203, Jalan Tun Sambanthan, Malaysia",,+60 3 2264 1188 | +60 3 2264 0688 | +60 3 2264 1199,,www.allianz.com.my,https://www.allianz.com/en/about-us/company/contact/malaysia.html,Malaysia | Allianz,
Allianz Corporate,Malaysia,Allianz Malaysia,office,Kuala Lumpur,"Kuala Lumpur Sentral, 50470 Kuala Lumpur, Malaysia",50470,+60 3 2264 1188 | +60 3 2264 0688 | +60 3 2264 1199,,www.allianz.com.my,https://www.allianz.com/en/about-us/company/contact/malaysia.html,Malaysia | Allianz,
Allianz Corporate,Malaysia,Allianz Partners,contact,Kuala Lumpur,"Office Suite 19-17-1, Level 17 UOA Center, No. 19 Talan Pinang, 54050 Kuala Lumpur, Malaysia",54050,+603 2685 6200,,www.mondial-assistance.com.my,https://www.allianz.com/en/about-us/company/contact/malaysia.html,Malaysia | Allianz,
Allianz Corporate,Malaysia,Allianz Trade in Malaysia,contact,Menara Allianz Sentral,"Level 28, Menara Allianz Sentral",,,,,https://www.allianz.com/en/about-us/company/contact/malaysia.html,Malaysia | Allianz,
Allianz Corporate,Malaysia,Jalan Tun Sambanthan,contact,Kuala Lumpur,"50470 Kuala Lumpur, Malaysia",50470,+60122203697,,www.allianz-trade.com,https://www.allianz.com/en/about-us/company/contact/malaysia.html,Malaysia | Allianz,
Allianz Corporate,Malaysia,Customer Service,contact,Plaza Sentral,"Ground Floor, Block 2A, Plaza Sentral, Jalan Stesen Sentral 5",,,,,https://www.allianz.com/en/about-us/company/contact/malaysia.html,Malaysia | Allianz,
Allianz Corporate,Malaysia,Kuala Lumpur Sentral,contact,Kuala Lumpur,"50470 Kuala Lumpur, Malaysia",50470,1300 22 5542,,,https://www.allianz.com/en/about-us/company/contact/malaysia.html,Malaysia | Allianz,
Allianz Corporate,New Zealand,Allianz New Zealand,office,Auckland,"P.O. Box 794, 1010 Auckland",1010,+64 0800 500 115,,www.allianz.co.nz,https://www.allianz.com/en/about-us/company/contact/new-zealand.html,New Zealand | Allianz,
Allianz Corporate,New Zealand,Allianz Partners,contact,1 Byron Avenue,"Level 3, 1 Byron Avenue",,,,,https://www.allianz.com/en/about-us/company/contact/new-zealand.html,New Zealand | Allianz,
Allianz Corporate,New Zealand,Takapuna,contact,Auckland,"Auckland, New Zealand, Allianz Partners: www.allianz-partners.com, Travel Insurance: www.allianztravel.co.nz, Allianz Trade in New Zealand, Level 22, Vero Centre,, 48 Shortland street,, Auckland, 1010,",1010,+64 9 486 6868,,,https://www.allianz.com/en/about-us/company/contact/new-zealand.html,New Zealand | Allianz,
Allianz Corporate,Pakistan,Allianz EFU Health Insurance Limited,office,Clifton,"D-136, Block# 4, KDA Scheme 5, Clifton, Karachi-75600",75600,,,,https://www.allianz.com/en/about-us/company/contact/pakistan.html,Pakistan | Allianz,
Allianz Corporate,Philippines,Allianz PNB Life Insurance Inc.,office,Ayala Avenue corner Legaspi Street,"9th Floor, Allied Bank Center, 6754 Ayala Avenue corner Legaspi Street, Makati City",6754,+63 818-2701,,www.allianzpnblife.ph,https://www.allianz.com/en/about-us/company/contact/philippines.html,Philippines | Allianz,
Allianz Corporate,Philippines,Allianz PNB Life Insurance Inc.,office,MAKATI CENTRAL OFFICE,"MAKATI CENTRAL OFFICE, P.O. BOX 3191",3191,+63 818-2701,,www.allianzpnblife.ph,https://www.allianz.com/en/about-us/company/contact/philippines.html,Philippines | Allianz,
Allianz Corporate,Philippines,Allianz PNB Life Insurance Inc.,office,The Philippines,"The Philippines, Trunkline +632 8818-LIFE (5433)",5433,+63 818-2701,,www.allianzpnblife.ph,https://www.allianz.com/en/about-us/company/contact/philippines.html,Philippines | Allianz,
Allianz Corporate,Philippines,Allianz PNB Life Insurance Inc.,office,Domestic Toll Free Number 1 +63 1-800-10-818-5433,Domestic Toll Free Number 1 +63 1-800-10-818-5433,5433,+63 818-2701,,www.allianzpnblife.ph,https://www.allianz.com/en/about-us/company/contact/philippines.html,Philippines | Allianz,
Allianz Corporate,Philippines,Allianz PNB Life Insurance Inc.,office,Domestic Toll Free Number 2 +63-8818-2701,Domestic Toll Free Number 2 +63-8818-2701,2701,+63 818-2701,,www.allianzpnblife.ph,https://www.allianz.com/en/about-us/company/contact/philippines.html,Philippines | Allianz,
Allianz Corporate,Singapore,Allianz SE Singapore Branch,office,#09-01,"79 Robinson Road, #09-01, Singapore",,+65 6 297 8802,,www.allianz-asiapacific.com,https://www.allianz.com/en/about-us/company/contact/singapore.html,Singapore | Allianz,
Allianz Corporate,Singapore,Allianz Capital Partners GmbH (Singapore Branch),contact,Singapore 018961,"12 Marina View, #14-01 Asia Square Tower 2, Singapore 018961",018961,,,www.allianz.com,https://www.allianz.com/en/about-us/company/contact/singapore.html,Singapore | Allianz,
Allianz Corporate,Singapore,Allianz Commercial,contact,Singapore 068897,"79 Robinson Road #09-01, Singapore 068897",068897,,,www.commercial.allianz.com,https://www.allianz.com/en/about-us/company/contact/singapore.html,Singapore | Allianz,
Allianz Corporate,Singapore,Allianz Global Automotive,contact,Singapore 018961,"12 Marina View, #14-01 Asia Square Tower 2, Singapore 018961",018961,+65 6 297 8801,,www.allianzre.com,https://www.allianz.com/en/about-us/company/contact/singapore.html,Singapore | Allianz,
Allianz Corporate,Singapore,Allianz Global Investors Singapore Ltd.,contact,1800 438 0828 (Toll free),"79 Robinson Road, #09-03,, Singapore 068897,, Reg.No. 199907169Z, Singapore, 1800 438 0828 (Toll free)",0828,,,sg.allianzgi.com,https://www.allianz.com/en/about-us/company/contact/singapore.html,Singapore | Allianz,
Allianz Corporate,Singapore,Allianz Investment Management Singapore Pte Ltd,contact,Singapore 018961,"12 Marina View, #13-03 Asia Square Tower 2, Singapore 018961",018961,,,www.allianz.com,https://www.allianz.com/en/about-us/company/contact/singapore.html,Singapore | Allianz,
Allianz Corporate,Singapore,Allianz Partners,contact,Singapore 018961,"12 Marina View, #13-04 Asia Square Tower 2, Singapore 018961",018961,+65 6327 2215,,www.allianz-assistance.com.sg,https://www.allianz.com/en/about-us/company/contact/singapore.html,Singapore | Allianz,
Allianz Corporate,Singapore,Allianz Real Estate GmbH,contact,Singapore 018961,"12 Marina View, #14-01 Asia Square Tower 2, Singapore 018961",018961,,,www.allianz.com,https://www.allianz.com/en/about-us/company/contact/singapore.html,Singapore | Allianz,
Allianz Corporate,Singapore,Allianz SE Reinsurance Branch Asia Pacific,contact,Singapore 068897,"No. 79 Robinson Road, #09-01 CapitaSky, Singapore 068897",068897,+65 6 297 8801,,www.allianzre.com,https://www.allianz.com/en/about-us/company/contact/singapore.html,Singapore | Allianz,
Allianz Corporate,Singapore,Allianz Services Singapore,contact,#09-01,"79 Robinson Road, #09-01, Singapore",,,,,https://www.allianz.com/en/about-us/company/contact/singapore.html,Singapore | Allianz,
Allianz Corporate,Singapore,Allianz Technology,contact,Singapore 018961,"12 Marina View #14-01, Asia Square Tower 2, Singapore 018961",018961,,,www.tech.allianz.com,https://www.allianz.com/en/about-us/company/contact/singapore.html,Singapore | Allianz,
Allianz Corporate,Singapore,Allianz Trade in Singapore,contact,Singapore 068897,"79 Robinson Road #09-01, Singapore 068897",068897,+65 6 589 3700,,www.allianz-trade.com,https://www.allianz.com/en/about-us/company/contact/singapore.html,Singapore | Allianz,
Allianz Corporate,South Korea,Allianz Commercial,office,Seoul,"Level 22, Seoul Finance Center, 136 Sejong-daero, Jung-gu, Seoul, 04520",04520,,,,https://www.allianz.com/en/about-us/company/contact/south-korea.html,South Korea | Allianz,
Allianz Corporate,South Korea,Republic of Korea,office,Seoul,"Allianz Trade in South Korea, Level 22, Seoul Finance Center, 136 Sejong-daero, Jung-gu, Seoul, 04520",04520,,,www.commercial.allianz.com,https://www.allianz.com/en/about-us/company/contact/south-korea.html,South Korea | Allianz,
Allianz Corporate,Sri Lanka,Allianz Insurance Lanka Limited,office,Galle Face,"Levels 25-27, One Galle Face Tower, No 1A,, Centre Road, Galle Face, Colombo 02, Sri Lanka",,+94 112 303 300 | +94 112 309 999,,www.allianz.lk,https://www.allianz.com/en/about-us/company/contact/sri-lanka.html,Sri Lanka | Allianz,
Allianz Corporate,Sri Lanka,Allianz Insurance Lanka Limited,contact,Galle Face,"Levels 25 – 27, One Galle Face Tower, No 1A,, Centre Road, Galle Face, Colombo 02, Sri Lanka",,+94 112 303 300 | +94 112 309 999,,www.allianz.lk,https://www.allianz.com/en/about-us/company/contact/sri-lanka.html,Sri Lanka | Allianz,
Allianz Corporate,Sri Lanka,Allianz Life Insurance Lanka Limited,contact,Galle Face,"Levels 25-27, One Galle Face Tower, No 1A,, Centre Road, Galle Face, Colombo 02, Sri Lanka",,+94 112 300 400 | +94 112 303 116,,www.allianz.lk,https://www.allianz.com/en/about-us/company/contact/sri-lanka.html,Sri Lanka | Allianz,
Allianz Corporate,Taiwan,Allianz Global Investors Taiwan Ltd,office,Sec. 2,"8F, No. 42, Sec. 2,",,+886 2 8770 9888,,tw.allianzgi.com,https://www.allianz.com/en/about-us/company/contact/taiwan.html,Taiwan | Allianz,
Allianz Corporate,Taiwan,Allianz Global Investors Taiwan Ltd,office,Zhongshan N. Rd.,"Zhongshan N. Rd.,, Taipei 104016",104016,+886 2 8770 9888,,tw.allianzgi.com,https://www.allianz.com/en/about-us/company/contact/taiwan.html,Taiwan | Allianz,
Allianz Corporate,Taiwan,Allianz Global Investors Taiwan Ltd,contact,Taipei,"Taipei, 8F, No. 42, Sec. 2,",,,,,https://www.allianz.com/en/about-us/company/contact/taiwan.html,Taiwan | Allianz,
Allianz Corporate,Taiwan,"Zhongshan N. Rd.,",contact,Taipei 104016,Taipei 104016,104016,,,,https://www.allianz.com/en/about-us/company/contact/taiwan.html,Taiwan | Allianz,
Allianz Corporate,Taiwan,"Gongyi Rd., Nantun Dist.",contact,Taichung 408,Taichung 408,,,,,https://www.allianz.com/en/about-us/company/contact/taiwan.html,Taiwan | Allianz,
Allianz Corporate,Taiwan,rd,contact,R.,"R.,, Kaohsiung 80250,",80250,,,,https://www.allianz.com/en/about-us/company/contact/taiwan.html,Taiwan | Allianz,
Allianz Corporate,Taiwan,Xin-Yi Road,contact,Flat A,"Taipei, Taiwan, Allianz Trade in Taiwan, Flat A, 8/F, No. 39, Section 2 Dunhua South Road",,+886 2 8789 5858 | +886 2 8789 5008,,www.allianz.com.tw,https://www.allianz.com/en/about-us/company/contact/taiwan.html,Taiwan | Allianz,
Allianz Corporate,Taiwan,Daan District,contact,Taipei City 10681,Taipei City 10681,10681,,,,https://www.allianz.com/en/about-us/company/contact/taiwan.html,Taiwan | Allianz,
Allianz Corporate,Thailand,Allianz Ayudhya Assurance Pcl.,office,Ploenchit Tower,"1st Floor, Ploenchit Tower, 898 Ploenchit Road, Bangkok 10330, Thailand",10330,+66 2 305 7000,,www.allianz.co.th,https://www.allianz.com/en/about-us/company/contact/thailand.html,Thailand | Allianz,
Allianz Corporate,Thailand,Allianz Ayudhya General Insurance Pcl.,contact,Ploenchit Tower,"1st Floor, Ploenchit Tower, 898 Ploenchit Road, Bangkok 10330, Thailand",10330,+66 2 657 2555 | +66 2 657 2500,,www.allianz.co.th,https://www.allianz.com/en/about-us/company/contact/thailand.html,Thailand | Allianz,
Allianz Corporate,Thailand,Allianz Partners,contact,City Link Tower,"7th Floor, City Link Tower, 1091/335 Soi Petchburi 35",1091,,,,https://www.allianz.com/en/about-us/company/contact/thailand.html,Thailand | Allianz,
Allianz Corporate,Thailand,New Petchburi Road,contact,Rajathevi,"Makkasan, Rajathevi, Bangkok 10400, Thailand",10400,+66 2305 8555 | +66 2305 8556,,www.allianz-assistance.co.th,https://www.allianz.com/en/about-us/company/contact/thailand.html,Thailand | Allianz,
Allianz Corporate,Thailand,Allianz Technology,contact,Din Daeng,"G Tower, 1 Ratchadaphisek Road, Din Daeng, Bangkok 10400, Thailand",10400,,,www.tech.allianz.com,https://www.allianz.com/en/about-us/company/contact/thailand.html,Thailand | Allianz,
Allianz Corporate,Bahrain,Allianz Global Investors,office,Alraya Building,"Alraya Building, 3rd Floor, Building 1025, Road 3621, Block 436",3621,+973 17 568201,,www.allianzgi.com,https://www.allianz.com/en/about-us/company/contact/bahrain.html,Bahrain | Allianz,
Allianz Corporate,Bahrain,Allianz Trade,contact,Al Warba Center,"c/o Alliance Insurance PSC, 501, Al Warba Center, P.O. Box 183957",183957,,,,https://www.allianz.com/en/about-us/company/contact/bahrain.html,Bahrain | Allianz,
Allianz Corporate,Bahrain,Dubai,contact,Capital Plus Tower,"United Arab Emirates, NEXtCARE Holding WLL, Capital Plus Tower, 13th Floor, Office 131 & 132, Building 79, Road 2802, Block 428",2802,+971 4 266 0019,,www.allianz-trade.com,https://www.allianz.com/en/about-us/company/contact/bahrain.html,Bahrain | Allianz,
Allianz Corporate,Bahrain,Seef District,contact,Bahrain,"Manama, Bahrain",,,,www.nextcarehealth.com,https://www.allianz.com/en/about-us/company/contact/bahrain.html,Bahrain | Allianz,
Allianz Corporate,Cameroon,Allianz Cameroun Assurances,office,Douala,"Rue Manga Bell,, BP 105, Douala",,,,,https://www.allianz.com/en/about-us/company/contact/cameroon.html,Cameroon | Allianz,
Allianz Corporate,Egypt,Allianz Egypt,office,Business Park A,"Business Park A, Building A1 - Cairo Festival City",,+202 23223000 | +202 23223001,,www.allianz.com.eg,https://www.allianz.com/en/about-us/company/contact/egypt.html,Egypt | Allianz,
Allianz Corporate,Egypt,NEXtCARE Egypt,contact,Plot No. 14B01,"Building A1, Plot No. 14B01",,,,,https://www.allianz.com/en/about-us/company/contact/egypt.html,Egypt | Allianz,
Allianz Corporate,Egypt,Cairo Festival City,contact,Egypt,"New Cairo, Egypt",,+202 24632300 | +202 24632304,,www.nextcarehealth.com,https://www.allianz.com/en/about-us/company/contact/egypt.html,Egypt | Allianz,
Allianz Corporate,Ghana,Allianz Insurance Company Ghana Ltd.,office,Lexta Square,"Lexta Square, No. 79 Achimota Road,",,233) 302764893 | 233) 302 765140,,https://gh.sanlamallianz.com,https://www.allianz.com/en/about-us/company/contact/ghana.html,Ghana | Allianz,
Allianz Corporate,Ivory Coast,Allianz Côte d'Ivoire Assurances,office,BP 1741,"2 bld Roume, BP 1741",1741,,,,https://www.allianz.com/en/about-us/company/contact/ivory-coast.html,Ivory Coast | Allianz,
Allianz Corporate,Ivory Coast,Abidjan,office,Allianz Côte d'Ivoire Assurances Vie,"Ivory Coast, Allianz Côte d'Ivoire Assurances Vie, 2 bld Roume, BP 1741",1741,+225 2030 4000 | +225 2030 4001,,https://ci.sanlamallianz.com,https://www.allianz.com/en/about-us/company/contact/ivory-coast.html,Ivory Coast | Allianz,
Allianz Corporate,Kuwait,Allianz Trade in Kuwait,office,Al Warba Center,"501, Al Warba Center, P.O. Box 183957",183957,,,,https://www.allianz.com/en/about-us/company/contact/kuwait.html,Kuwait | Allianz,
Allianz Corporate,Kuwait,Dubai,office,NEXtCARE,"United Arab Emiratess, NEXtCARE, Al Dawliya Building - Tower 1 - 5th floor, Kw City 32032",32032,+971 4 211 6000 | +971 4 211 6060,,www.allianz-trade.com,https://www.allianz.com/en/about-us/company/contact/kuwait.html,Kuwait | Allianz,
Allianz Corporate,Madagascar,Allianz Madagascar Assurances,office,Antananarivo 101,"13 rue Indira Gandhi, BP 8619, Antananarivo 101",8619,+261 20 2257 900 | +261 20 2257 901,,www.allianz.mg,https://www.allianz.com/en/about-us/company/contact/madagascar.html,Madagascar | Allianz,
Allianz Corporate,Morocco,Allianz Maroc,office,Bd Mohamed Zerktouni,"166-168, Bd Mohamed Zerktouni, Casablanca 20060",20060,+212 5 22 49 9700 | +212 5 22 22 5521,,www.allianz.ma,https://www.allianz.com/en/about-us/company/contact/morocco.html,Morocco | Allianz,
Allianz Corporate,Morocco,Allianz Services Morocco,contact,Bd Mohamed Zerktouni 167,Bd Mohamed Zerktouni 167,,,,,https://www.allianz.com/en/about-us/company/contact/morocco.html,Morocco | Allianz,
Allianz Corporate,Morocco,Casablanca,contact,Bd Abdellatif Ben Kaddour,"Morocco, Allianz Trade in Morocco, 37, Bd Abdellatif Ben Kaddour, Casablanca 20050",20050,+212 (0) 5 20 500 500,,,https://www.allianz.com/en/about-us/company/contact/morocco.html,Morocco | Allianz,
Allianz Corporate,Nigeria,Allianz Nigeria Insurance plc,office,Adeola Odeku,"307, Adeola Odeku,",,0 800 255 42 69,,https://sanlamallianz.com.ng,https://www.allianz.com/en/about-us/company/contact/nigeria.html,Nigeria | Allianz,
Allianz Corporate,Oman,Allianz Trade in Oman,office,Al Warba Center,"501, Al Warba Center, P.O. Box 183957",183957,,,,https://www.allianz.com/en/about-us/company/contact/oman.html,Oman | Allianz,
Allianz Corporate,Oman,Dubai,office,Edara Building,"United Arab Emiratess, Nextcare, 1st Floor # 17, Edara Building",,+971 4 266 0019,,www.allianz-trade.com,https://www.allianz.com/en/about-us/company/contact/oman.html,Oman | Allianz,
Allianz Corporate,Qatar,Allianz Partners - International Health,office,6th Floor,"Office 604C, 6th Floor",,+974 4031 8400,,www.allianzcare.com,https://www.allianz.com/en/about-us/company/contact/qatar.html,Qatar | Allianz,
Allianz Corporate,Qatar,Allianz Partners - International Health,office,Umm Ghuwailina,"Jaidah Square Building, Umm Ghuwailina, 63 Airport Road Zone 27",,+974 4031 8400,,www.allianzcare.com,https://www.allianz.com/en/about-us/company/contact/qatar.html,Qatar | Allianz,
Allianz Corporate,Qatar,Allianz Trade in Qatar,contact,Al Warba Center,"501, Al Warba Center, P.O. Box 183957",183957,,,,https://www.allianz.com/en/about-us/company/contact/qatar.html,Qatar | Allianz,
Allianz Corporate,Qatar,Dubai,contact,,United Arab Emirates,,+971 4 266 0019,,www.allianz-trade.com,https://www.allianz.com/en/about-us/company/contact/qatar.html,Qatar | Allianz,
Allianz Corporate,Saudi Arabia,Allianz Trade in Saudi Arabia,office,Khorais Rd,"Allianz Branch - Ibrahim Aljafali Rd, Al andalouse, P.O. Box 122901, Jeddah 21332, 2nd floor, Alliance building, Khorais Rd, Malaz P.O Box 3540, Riyadh 11481, +966 11 473 6917 (Riyadh), +966 2 283 0229 (Jeddah)",0229,,,www.allianz-trade.com,https://www.allianz.com/en/about-us/company/contact/saudi-arabia.html,Saudi Arabia | Allianz,
Allianz Corporate,Saudi Arabia,Nextcare,office,Al Rabia & Nassar Building,"Al Rabia & Nassar Building, 102 King Abdallah Road, Al Khobar 31952",31952,,,,https://www.allianz.com/en/about-us/company/contact/saudi-arabia.html,Saudi Arabia | Allianz,
Allianz Corporate,Senegal,Allianz Sénégal Assurances,office,Avenue Abdoulaye Fadiga X rue de Thann,"Avenue Abdoulaye Fadiga X rue de Thann, BP 2610",2610,,,,https://www.allianz.com/en/about-us/company/contact/senegal.html,Senegal | Allianz,
Allianz Corporate,Senegal,Dakar,office,Avenue Abdoulaye Fadiga X rue de Thann,"Senegal, Allianz Sénégal Assurances Vie, Avenue Abdoulaye Fadiga X rue de Thann, BP 2610",2610,+221 33 8494 400,,https://sn.sanlamallianz.com,https://www.allianz.com/en/about-us/company/contact/senegal.html,Senegal | Allianz,
Allianz Corporate,Senegal,Dakar,office,,Senegal,,+221 33 8494 400,,https://sn.sanlamallianz.com,https://www.allianz.com/en/about-us/company/contact/senegal.html,Senegal | Allianz,
Allianz Corporate,South Africa,Allianz Commercial in South Africa,office,Rosebank,"The Firs, 2nd Floor, 32A Cradock Avenue, 2196 Rosebank, South Africa",2196,,,www.commercial.allianz.com,https://www.allianz.com/en/about-us/company/contact/south-africa.html,South Africa | Allianz,
Allianz Corporate,South Africa,Allianz Trade in South Africa,office,Rosebank,"The Firs, 32A Cradock Avenue, 2196 Rosebank, South Africa",2196,+27 10 593 4803,,www.allianz-trade.com,https://www.allianz.com/en/about-us/company/contact/south-africa.html,South Africa | Allianz,
Allianz Corporate,South Africa,Allianz Global Corporate & Specialty South Africa C/O Allianz Travel,office,1st floor,"Eiffel Boulevard Limited Building (Eiffel 2), 1st floor,",,,,,https://www.allianz.com/en/about-us/company/contact/south-africa.html,South Africa | Allianz,
Allianz Corporate,South Africa,"Umm Al Sheif, Sheikh Zayed Road,",office,UAE.,"P.O.Box 80864, Dubai, UAE.",80864,+27 87 195 0581 | +971 56 2164563,,,https://www.allianz.com/en/about-us/company/contact/south-africa.html,South Africa | Allianz,
Allianz Corporate,United Arab Emirates,Allianz Trade in UAE,office,Al Warba Center,"c/o Alliance Insurance PSC, 501, Al Warba Center, P.O. Box 183957",183957,,,,https://www.allianz.com/en/about-us/company/contact/united-arab-emirates.html,United Arab Emirates | Allianz,
Allianz Corporate,United Arab Emirates,Dubai,office,Dubai,"United Arab Emirates, Nextcare, Dubai, Eiffel 2 Building, 1st Floor",,+971 4 266 0019,,www.allianz-trade.com,https://www.allianz.com/en/about-us/company/contact/united-arab-emirates.html,United Arab Emirates | Allianz,
Allianz Corporate,United Arab Emirates,"Umm Al Sheif, Sheikh Zayed Road",office,PO BOX 80864,PO BOX 80864,80864,,,,https://www.allianz.com/en/about-us/company/contact/united-arab-emirates.html,United Arab Emirates | Allianz,
Allianz Corporate,United Arab Emirates,Dubai,office,Mezzanine floor Sakeena Nest,"United Arab Emirates, Abu Dhabi, Office M3 , Mezzanine floor Sakeena Nest",,,,,https://www.allianz.com/en/about-us/company/contact/united-arab-emirates.html,United Arab Emirates | Allianz,
Allianz Corporate,United Arab Emirates,"Building, Al Nahyan Area",office,Abu Dhabi,"Abu Dhabi, United Arab Emirates",,+971 4 2708000,,www.nextcarehealth.com,https://www.allianz.com/en/about-us/company/contact/united-arab-emirates.html,United Arab Emirates | Allianz,
