business_unit,country,office_name,office_type,city,address,postcode,phone,email,website,source_url,source_page,notes
Allianz Commercial,the United Kingdom,Digitally traded products | SME customers,office,Offered by Allianz Insurance plc,"A range of products for small to medium UK businesses is available through our trading solution QuoteSME or via imarket and major software houses., Find out more, Liability Insurance, Offered by Allianz Global Corporate & Specialty SE (AGCS), General Liability Insurance, We offer a range of general and specialist liability insurance products, covering personal or bodily injury, property damage and pure financial loss., Find out more, Offered by Allianz Global Corporate & Specialty SE (AGCS), Environmental Liability Insurance, We help your company evaluate, mitigate, and protect against environmental risks, with tailored solutions in the areas of premises pollution and contracting pollution., Find out more, Offered by Allianz Global Corporate & Specialty SE (AGCS), Clinical Trials Insurance, Our specialist Clinical Trials Insurance team provide cover for every phase of a clinical trial, with locally compliant coverage given on an admitted basis., Find out more, Offered by Allianz Insurance plc, Authorised and regulated by the PRA. Regulated by the FCA. Financial Services Register number 121849",121849,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,Commercial combined solutions | Mid-sized businesses,office,Offered by Allianz Insurance plc,"We offer tailored property and casualty solutions for UK based mid-sized businesses all traded via our UK-wide branch network., Find out more, Offered by Allianz Insurance plc, Authorised and regulated by the PRA. Regulated by the FCA. Financial Services Register number 121849",121849,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,Digitally traded products | SME customers,office,Offered by Allianz Insurance plc,"A range of packaged products for small to medium UK businesses is available through our trading solution QuoteSME or via imarket and major software houses., Find out more, Marine Insurance, Offered by Allianz Global Corporate & Specialty SE (AGCS), Marine Hull and Liability Insurance, Hull and machinery coverage for all types of blue- and brown-water shipping, plus shipyards and building risks, as well for mega yachts, yachts and pleasure craft., Find out more, Offered by Allianz Global Corporate & Specialty SE (AGCS), Marine Cargo Insurance | Large businesses, Comprehensive insurance for all stages of the distribution chain, including goods in transit, storage risks, global programs and project cargo for specialist shipments., Find out more, Offered by Allianz Insurance plc, Authorised and regulated by the PRA. Regulated by the FCA. Financial Services Register number 121849",121849,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,Digitally traded Marine Cargo | Small- to mid-sized businesses,office,Offered by Allianz Insurance plc,"All risks cover for goods in transit worldwide or storage in the UK, available on annual or single trip policy for smaller transit values., Find out more, Motor Insurance, Offered by Allianz Insurance plc, Authorised and regulated by the PRA. Regulated by the FCA. Financial Services Register number 121849",121849,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,Motor Fleet,office,Offered by Allianz Insurance plc,"Comprehensive solutions for both traditional and electric vehicle fleets of any size, traded digitally or through our UK-wide branch network., Find out more, Offered by Allianz Insurance plc, Authorised and regulated by the PRA. Regulated by the FCA. Financial Services Register number 121849",121849,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,Motor Trade,office,Offered by Allianz Insurance plc,"Products and services to suit the unique needs of UK-based businesses operating in the motor trade sector., Find out more, Natural Resources & Construction Insurance, Offered by Allianz Global Corporate & Specialty SE (AGCS), Construction Insurance | Large businesses, Our construction performance insurance protects you against financial losses due to unforeseen damage (e.g. vandalism, storm, hail, flooding) during the construction project., Find out more, Offered by Allianz Global Corporate & Specialty SE (AGCS), Natural Resources Insurance | Large businesses, We cover diverse engineering sectors, including power, utilities, and transportation. We also provide solutions for complex energy challenges and renewables/green energy., Find out more, Offered by Allianz Insurance plc, Authorised and regulated by the PRA. Regulated by the FCA. Financial Services Register number 121849",121849,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,Construction Insurance | Mid-sized businesses,office,Offered by Allianz Insurance plc,"We offer comprehensive solutions for UK based mid-corporate construction businesses and for single construction or engineering projects, traded via our specialist regional hubs., Find out more, Offered by Allianz Insurance plc, Authorised and regulated by the PRA. Regulated by the FCA. Financial Services Register number 121849",121849,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,Renewable power | Mid-sized businesses,office,Offered by Allianz Insurance plc,"Insurance and inspection solutions for UK based mid-corporate commercial operators of renewable power installations including; solar, wind, hydro and short term operational reserve installations (STOR), both during construction and whilst operational., Find out more, Offered by Allianz Insurance plc, Authorised and regulated by the PRA. Regulated by the FCA. Financial Services Register number 121849",121849,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,Engineering solutions | Mid-sized businesses,office,Offered by Allianz Insurance plc,"We offer specialist insurance and inspection products to protect plant and machinery owned or leased by UK based mid-corporate businesses, traded via our specialist regional hubs., Find out more, Property Insurance, Offered by Allianz Global Corporate & Specialty SE (AGCS), Property Insurance | Large businesses, We specialize in providing property damage and business interruption insurance to large international companies, leveraging our global network to address all risk portfolios., Find out more, Offered by Allianz Global Corporate & Specialty SE (AGCS), Political Violence and Terrorism Insurance, We offer crisis management solutions, providing innovative assistance in handling various crisis scenarios such as terrorism, political violence, and hostile environments., Find out more, Offered by Allianz Insurance plc, Authorised and regulated by the PRA. Regulated by the FCA. Financial Services Register number 121849",121849,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,Commercial combined | Mid-sized businesses,office,Offered by Allianz Insurance plc,"We offer tailored property and casualty solutions for UK based mid-sized businesses all traded via our UK-wide branch network., Find out more, Offered by Allianz Insurance plc, Authorised and regulated by the PRA. Regulated by the FCA. Financial Services Register number 121849",121849,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,Digitally traded products | SME customers,office,Business Black Swan scenarios,"A range of packaged products for small to medium UK businesses is available through our trading solution QuoteSME or via imarket and major software houses., Find out more, Discover our services, Allianz Multinational, Captive Fronting, Crisis Management, Risk Consulting, Contact us, Small- and mid-sized businesses, Visit our Allianz Insurance plc site, Large businesses, Business Lines, Risk appetite and contacts, Meet the Management team, Phuong Ly, Commercial Managing Director for United Kingdom, Luke Baker, Director UK Global, AGCS UK Branch Manager, Nick Hobbs, Chief Distribution Officer for Allianz Commercial in the UK, Alastair Warren-Upham, Head of Distribution, London, UK, All the latest news, reports and hot topics, Global | Press release, New Global Head of Multinational, Allianz Commercial announced that Karol Dobias will become the new Global Head of Multinational of Allianz Commercial and Allianz Global Corporate & Specialty SE (‘AGCS’)., Read more, Global | Press release, Partnership with Coalition, Allianz Commercial and Coalition announced a transformative, strategic agreement under which Allianz will transition its commercial cyber insurance business to Coalition., Read more, Commercial Insights, Severe convective storms, A new report from Allianz Commercial sheds light on the growing threat of severe convective storms (SCS), which have become a significant annual loss driver for the insurance industry., Read more, Global | Press release, Severe convective storms, The frequency and intensity of severe convective storm events have increased significantly leading to insured losses in billions of US dollars globally., Read more, Global | Press release, Senior leader appointments in large-corp Property business, Allianz Commercial today announced two internal promotions within its Property teams in the large-corporate segment., Read more, Global | Press release, Partnership with Reel Media, Allianz Commercial has entered into a strategic agreement with Managing General Agent Reel Media, to create a new partnership in the global Entertainment insurance market., Read more, Global | Press release, Business Black Swan scenarios, Around 50% of companies see supply chain paralysis and a global internet outage as the two most plausible Black Swan scenarios in the next five years.",,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,Read more,office,Read more,"Report, Business Black Swans, Survey: The threats companies consider to be most plausible in the next five years., Read more, Allianz Risk Barometer 2026 | Expert risk article",2026,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,Risk in focus: Cyber incidents,office,and by a higher margin than ever before,Cyber incidents is the top global risk for 2026 and by a higher margin than ever before – 10% ahead of the closely-linked peril of artificial intelligence (AI).,2026,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,Read more,office,Allianz Risk Barometer 2026 | Expert risk article,Allianz Risk Barometer 2026 | Expert risk article,2026,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,Risk in focus: Market developments,office,with this risk dropping from #8 to #10 year-on-year.,"Following another strong year for equity and M&A markets, businesses appear slightly more relaxed about market risks, with this risk dropping from #8 to #10 year-on-year.",,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,Risk in focus: Changes in legislation and regulation,office,driven by concerns over factors such as tariffs.,"Changes in legislation and regulation remains at #4. However, there is an increase in the share of respondents, driven by concerns over factors such as tariffs.",,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,Risk in focus: Political risks and violence,office,Read more,"Political risks and violence rises to its highest ever position globally. Unsurprisingly, war is the peril companies are most worried about., Read more, Allianz Risk Barometer 2026 | Expert risk article",2026,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,Risk in focus: Business interruption,office,Business interruption and supply chain disruption drops to #3 from #2 but this peril remains a significant concern given it can be a consequence of other risks in the global top 10.,Business interruption and supply chain disruption drops to #3 from #2 but this peril remains a significant concern given it can be a consequence of other risks in the global top 10.,,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,Risk in focus: Macroeconomic developments,office,Macroeconomic developments drops to #8 with the global economy showing impressive resilience heading into 2026.,Macroeconomic developments drops to #8 with the global economy showing impressive resilience heading into 2026.,2026,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,"Risk in focus: Fire, explosion",office,explosion,"Few things can be more destructive and disruptive than fire, explosion, a perennial top 10 business risk, ranking #9 globally in 2026.",2026,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,Read more,office,Top 3 business risks in 2026:,Top 3 business risks in 2026: United Kingdom,2026,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,Annual research on major business risks,office,rank,"1. Cyber incidents (62%) - 2025 rank: 1 (41%), 2. Artificial intelligence (51%) - 2025 rank: 5 (22%), 3. Business interruption (31%) - 2025 rank: 2 (30%)",2025,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,Discover the Allianz Risk Barometer,office,UK Branch Registered Office,"Sign up to the newsletter, Keep up to date on all news and insights from Allianz Commercial, Email newsletter, LinkedIn newsletter, Further information, Allianz Commercial Disclaimer, Allianz Commercial UK risk appetite, Allianz Global Corporate & Specialty SE, AGCS SE UK Tax Strategy, Gender Pay Gap Report, Insurance Product Information, Customer complaints, Complaints regarding human rights, Allianz Insurance plc, Visit Allianz UK local website, Distributor Product Guides, Motorsport Combined Policy, Miscellaneous' PI, Film and TV Production Policy, Entertainment Combined Product, Accountants' PI, Insurance brokers' PI, Solicitors' PI, Surveyors' PI, Clinical Trials, Environmental Protect Premises, EPProject (Contractors Pollution Liability), Our offices, London, Guildford, Branch offices, London, London, Allianz Global Corporate & Specialty SE, UK Branch Registered Office, 15 Bishopsgate, London EC2N 3AR",,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,United Kingdom,office,Details about the extent of our regulation by the Prudential Regulation Authority are available from us on request.,"Registered in England at UK Companies House FC039211 and BR024312., Authorised and regulated by Bundesanstalt für Finanzdienstleistungsaufsicht. Authorised by the Prudential Regulation Authority. Subject to regulation by the Financial Conduct Authority and limited regulation by the Prudential Regulation Authority, registration number 214374., Details about the extent of our regulation by the Prudential Regulation Authority are available from us on request.",214374,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,Guildford,office,Allianz Insurance plc head office,"Guildford, Allianz Insurance plc head office, 57 Ladymead, Guildford GU1 1DB",,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,United Kingdom,office,Allianz Insurance plc is authorised by the Prudential Regulation Authority and regulated by the Financial Conduct Authority and the Prudential Regulation Authority. Financial Services Register number 121849.,Allianz Insurance plc is authorised by the Prudential Regulation Authority and regulated by the Financial Conduct Authority and the Prudential Regulation Authority. Financial Services Register number 121849.,121849,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,Branch offices,office,Trade credit insurance and surety bonds,"All office locations in the UK, Trade credit insurance and surety bonds, Allianz Commercial is part of one of the world's strongest financial services groups and the, world’s #1 insurance brand",,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,". When you partner with us, you partner with Allianz Group — and its sister companies.",office,surety bonds or other finance solutions,"Allianz Trade, Through, Allianz Trade, , we offer a comprehensive range of solutions to protect your accounts receivables and manage your commercial credit. Allianz Trade is the global leader in, trade credit insurance and credit management, ,, offering tailored solutions to mitigate the risks associated with bad debt, thereby ensuring the financial stability of businesses. Allianz Trade’s products and services help companies with, surety bonds, , structured trade credit,, business fraud insurance, , debt collection processes and e-commerce credit insurance, ensuring the financial resilience of your business., Allianz Trade’s expertise in risk mitigation and finance gives companies the confidence to trade, expand into international markets with confidence and be paid: They compensate your company in the event of a bad debt, but more importantly, they help you avoid bad debts in the first place., Whenever Allianz Trade provides trade credit insurance, surety bonds or other finance solutions, the priority is on predictive protection. Its international surveillance network monitors and analyzes the financial stability of 83 million companies across all sectors in 160+ countries. And when the unexpected happens, their AA credit rating (Standard and Poor’s) means they have the resources to provide compensation to maintain your business.",,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,Visit the Allianz Trade website,office,Voice your concerns,"Share via, What we offer, Solutions, Services, Global presence, Claims, Featured, Visit your country page, Financials, Sustainability, Press and media, About us, About Allianz Group, Allianz Trade website, Careers, Stay up to date, Follow us on LinkedIn, Sign up to the email newsletter, Sign up to the LinkedIn newsletter, Download our latest reports, Credits, Privacy notice, Terms of use, Contact, Compliance, Modern slavery act statement, Voice your concerns, © Allianz 2026. All Rights Reserved.",2026,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United Kingdom,Allianz Commercial,office,Allianz Commercial in the,"Countries, Allianz Commercial in the United Kingdom",,,allianz.commercial.uk@allianz.com,,https://commercial.allianz.com/global-offices/united-kingdom.html,Business insurance in the United Kingdom - Allianz Commercial,
Allianz Commercial,the United States,Business insurance in the United States - Allianz Commercial USA,office,Business Black Swans,"Skip to search, Skip to content, Skip to footer, Visit your country page, About us, Overview, About us, About Allianz, Financials, Sustainability, Overview Sustainability, Sustainability Solutions, Countries, Leadership, Structure, Solutions, Discover all solutions, Alternative Risk Transfer, Aviation, Construction, Cyber, Entertainment, Financial Lines, Liability, Marine, Natural Resources, Property, Global Industry Solutions, Sustainability Solutions, Further business insurance solutions, Services, Discover all services, Multinational Insurance, Captive Insurance, Crisis Management, Risk Consulting, News and insights, Overview, News, All news and press releases, Partnership with Coalition, Head of Distribution for EMEA, Severe convective storms, Partnership with Reel Media, Business Black Swans scenarios, New Regional Managing Director for Iberia, New Global Head of Multinational, Reports, All reports, Business Black Swans, Allianz Risk Barometer 2026",2026,Global Risk Dialogue 02/2025,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,D&O insurance insights,office,The data center construction boom,"The data center construction boom, Cyber security resilience 2025",2025,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Articles,office,- Cyber incidents,"All articles, Allianz Risk Barometer 2026 - Cyber incidents, Allianz Risk Barometer 2026 - Artificial intelligence, Allianz Risk Barometer 2026 - Business interruption, Allianz Risk Barometer 2026 - Changes in legislation, Allianz Risk Barometer 2026 - Natural catastrophes, Allianz Risk Barometer 2026 - Climate change",2026,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Commercial Insights,office,Inland Marine Insurance,"All reports, Severe convective storms, Risk advisory, All risk advisory, Risk bulletins, Emerging risk trend talk, Climate change risk reduction, Natural Catastrophes checklists, Online trainings, Loss lessons, Newsletter, Press, Claims, Countries, Careers, Search, Search, Cancel, GO, Visit your country page, Allianz Commercial, Countries, Allianz Commercial in the United States, Tailored to your needs:, Tailored to your needs:, What we offer, Brochures, Contact, Management, News, Further info, Offices, All countries / territories, Allianz Commercial in the United States, Welcome to Allianz Commercial – your business insurance partner in the United States., Allianz stands as a beacon of trust and expertise in providing, comprehensive commercial insurance solutions across America, . As your preferred insurance company in the United States, we bring to your business a blend of global insights and local acumen in risk management. Specializing in handling complex risks, we offer customized solutions that align with your unique requirements. As a leading insurance company globally, our portfolio includes insurance plans for mid-sized to large enterprises and specialist risks, complemented by proactive risk management services., Being a, part of Allianz, , the world's premier insurance brand, Allianz Commercial possesses the resources, global reach, financial robustness, and capabilities to deliver leading business insurance solutions. Discover our services and reach out to us to address your specific insurance needs. We are committed to providing your business with the highest level of protection., North America brochure, Customer Success Stories, Complex risks need simple solutions, Protect your business with Property Insurance, Download our brochures, Comprehensive business Liability Insurance, Download our brochures, Learn more about our Financial Lines Insurance, Download our brochures, Allianz Commercial offerings in the United States, This overview is for reference only. It does not detail the conditions, limitations or exclusions of the cover. Please see the policy wording for further details., Alternative Risk Transfer, Aviation Insurance, Construction Insurance, Cyber Insurance, Financial Lines Insurance, Liability Insurance, Marine Insurance, Natural Resources Insurance, Property Insurance, Alternative Risk Transfer, Alternative Risk Transfer, We develop customized insurance, reinsurance and other non-traditional risk management solutions for a broad range of corporate and financial clients worldwide., USA brochures, More information, Aviation Insurance, Aviation Insurance, We have been at the forefront of aviation insurance since the early days of powered flight, making us one of the largest and most experienced aviation insurance teams in the world., Today, we provide the full spectrum of aviation insurance solutions to everyone from major fleets, manufacturers and airports to private pilots, ground handlers and niche component manufacturers., USA brochures, More information, Construction Insurance, Construction Insurance, Our construction performance insurance protects you against financial losses due to unforeseen damage (e.g. vandalism, storm, hail, flooding) during the construction project., USA brochures, More information, Natural Resources Insurance, Our dedicated Natural Resource underwriting team is here to provide you with innovative solutions designed specifically to address the unique challenges faced by renewables, power, and mining clients., USA brochures, More information, Cyber Insurance, Cyber Insurance, We offer a range of products, from standalone cyber insurance to integreated coverage, safeguarding large organizations against digital threats and cybercrime., USA risk appetite, USA brochures, More information, Financial Lines Insurance, Commercial Management Liability Insurance, Liability cover for company managers to protect them from claims made against them., USA brochures, More information, Professional Indemnity Insurance for Professionals, Protecting managers and professionals from losses arising out of a breach of their professional duties., USA brochures, More information, Financial Institutions Management Liability Insurance, We help you to mitigate the many risks your financial institution faces in today's complex world., USA brochures, More information, Liability Insurance, Commercial Umbrella & Excess Liability Insurance, Allianz Commercial offers a range of general and specialist liability insurance products, covering personal or bodily injury, property damage and pure financial loss., USA risk appetite, USA brochures, More Information, Construction Liability Insurance, Liability coverage for commercial and industrial general contractors, heavy civil contractors and trade contractors., USA risk appetite, USA brochures, More Information, Environmental Liability Insurance, We help your company evaluate, mitigate, and protect against environmental risks, with tailored solutions in the areas of premises pollution and contracting pollution., USA risk appetite, USA brochures, More information, International Liability Insurance, A centralized global program offers transparency, streamlined coverage and control over risks worldwide., USA risk appetite, USA brochures, More information, Marine Insurance, Global Cargo Insurance, Comprehensive insurance for all stages of the distribution chain, including goods in transit, storage risks, global programs and project cargo for specialist shipments., USA risk appetite, USA brochures, More information, Inland Marine Insurance, We are a leader in inland marine insurance and related property: Our Inland Marine Insurance solutions cover over 100 classes of moving and movable property.",,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,USA risk appetite,office,International Liability,"USA brochures, More information, Natural Resources Insurance, Property Insurance, Property Insurance, We specialize in providing property damage and business interruption insurance to large international companies, leveraging our global network to address all risk portfolios., USA risk appetite, USA brochures, More information, Discover our services, Allianz Multinational, File a claim, Crisis Management, Risk Consulting, Selected brochures, Allianz Multinational, International Liability, 738 KB",,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Alternative Risk Transfer,office,Alternative Risk Transfer,"Alternative Risk Transfer, 208 KB",,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Financial Risks,office,711 KB,711 KB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Captive Fronting,office,739 KB,739 KB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Structured/ Integrated Solutions,office,102 KB,102 KB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Structured Reinsurance Solutions,office,353 KB,353 KB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Parametric Solutions,office,1 MB,1 MB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Aviation,office,Aviation appetite at a Glance,"Aviation appetite at a Glance, 236 KB",,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Aviation Contact Sheet,office,182 KB,182 KB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Unmanned Aircraft Systems,office,597 KB,597 KB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Construction,office,3 MB,"Natural Resources & Construction brochure, 3 MB",,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Construction risk solutions,office,273 KB,273 KB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Cyber,office,Cyber appetite at a glance,"Cyber appetite at a glance, 159 KB",,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Cyber & Specialty Professional Indemnity,office,818 KB,818 KB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Cyber Evolutionar,office,651 KB,651 KB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Cyber Breach Services,office,284 KB,284 KB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Financial Lines,office,Financial Lines appetite at a Glance,"Financial Lines appetite at a Glance, 1 MB",,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Allianz Private Company Protect Policy,office,531 KB,531 KB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Allianz protect for Investment Managers,office,920 KB,920 KB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Allianz D&O Protect,office,567 KB,567 KB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Crime protect policy,office,950 KB,950 KB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Fiduciary Liability Policy,office,1 MB,1 MB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Financial Institutions at a Glance,office,1 MB,1 MB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Professional Indemnity - Insurance Agents E&O,office,187 KB,187 KB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Architects Engineers & Construction Design Liability (AEC),office,803 KB,803 KB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
Allianz Commercial,the United States,Allianz Cyber Evolutionar - The Evolution of Cyber Coverage,office,651 KB,651 KB,,,shanil.williams@allianz.com,,https://commercial.allianz.com/global-offices/united-states-of-america.html,Business insurance in the United States - Allianz Commercial USA,
